latitude,longitude
39.958100,-105.048112
39.958050,-105.048139
39.958113,-105.048020
40.147552,-105.128259
40.164366,-105.160187
40.163563,-105.159767
39.930897,-105.290848
39.929908,-105.290445
39.929680,-105.286392
39.927252,-105.294945
39.927994,-105.298156
39.927975,-105.298120
39.927997,-105.298164
39.958416,-105.047703
39.958313,-105.047687
39.958369,-105.047723
39.958066,-105.047534
39.958125,-105.048084
39.936715,-105.237017
40.108861,-105.145309
40.004886,-105.262520
40.008601,-105.272326
40.008650,-105.272047
39.872200,-105.109742
40.148286,-105.226771
39.815861,-105.218564
39.816988,-105.218381
39.816105,-105.218945
39.816955,-105.218431
39.816088,-105.217187
39.815177,-105.217084
39.816097,-105.218237
39.815138,-105.216992
39.816272,-105.218089
39.816086,-105.217053
39.816069,-105.217034
39.816094,-105.217084
39.816052,-105.217131
39.815113,-105.216970
39.816130,-105.217020
39.876186,-105.269355
39.883066,-105.099748
39.882922,-105.099403
40.069106,-105.217716
40.068761,-105.217523
39.810005,-105.263864
39.804530,-105.261659
39.799572,-105.248506
39.800677,-105.249078
39.982988,-105.248520
39.983250,-105.248467
39.815980,-105.218423
39.816980,-105.218495
39.815980,-105.218423
39.816894,-105.218523
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.140372,-105.484864
40.012397,-105.275545
40.012383,-105.275545
40.012325,-105.275612
39.858261,-105.260273
39.913230,-105.044784
39.880530,-105.074570
40.000663,-105.262737
39.855433,-105.252067
39.984798,-105.522909
40.017433,-105.269828
40.023655,-105.255998
39.804836,-105.221206
39.804836,-105.221206
39.804836,-105.221206
39.804836,-105.221206
40.065977,-105.202370
40.065974,-105.202378
40.065900,-105.202339
40.065838,-105.203231
40.065886,-105.202448
39.804836,-105.221206
39.981904,-105.517222
40.163277,-105.102464
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.165324,-105.101256
40.165380,-105.101275
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
40.164822,-105.101248
40.164822,-105.101248
40.165655,-105.101303
40.165358,-105.101275
40.155638,-105.129075
40.155638,-105.129075
40.155638,-105.129075
